class,ac_000,ag_006,ah_000,ay_006,ay_008,az_004,cd_000,cs_006,cv_000,du_000,eb_000
17710,neg,2130706432.0,2268102.0,2167964.0,1098640.0,2508596.0,2798392.0,1209600.0,1191600.0,1680720.0,46257780.0,1965730.0
17712,neg,202.0,2098730.0,1826676.0,1543666.0,247678.0,2376836.0,1209600.0,462668.0,2762330.0,370740.0,1475320.0
17714,neg,520.0,1247614.0,886886.0,543212.0,436420.0,1225658.0,1209600.0,687744.0,1752526.0,7515660.0,0.0
17716,neg,228.0,4137986.0,3764672.0,2105972.0,1171640.0,5615362.0,1209600.0,1304462.0,7005432.0,418520.0,84485100.0
17719,neg,1458.0,2083304.0,1639930.0,2757088.0,0.0,2258692.0,1209600.0,897440.0,270814.0,6946720.0,1008230.0
17723,neg,792.0,922056.0,1606196.0,121086.0,2905236.0,1563984.0,1209600.0,1791064.0,3349694.0,13072620.0,1963120.0
17725,neg,1822.0,2520512.0,1550438.0,77352.0,3596126.0,2114052.0,1209600.0,310838.0,2765908.0,1088200.0,275270.0
17727,neg,70.0,1136.0,6230.0,0.0,36820.0,56.0,1209600.0,6184.0,2518.0,9000.0,0.0
17728,neg,382.0,7884.0,1027580.0,4708.0,1076236.0,1158.0,1209600.0,173330.0,2097160.0,8946000.0,5263200.0
17731,neg,150.0,620392.0,1323528.0,819140.0,957484.0,905392.0,1209600.0,1222194.0,1565604.0,3798740.0,13277230.0
17732,neg,400.0,1610370.0,1420274.0,1306490.0,24606.0,15584.0,1209600.0,323782.0,2219306.0,603360.0,1755090.0
17736,neg,0.0,1698844.0,1412278.0,1412996.0,997304.0,2201136.0,1209600.0,789364.0,713180.0,0.0,0.0
17741,neg,882.0,1769740.0,1380418.0,333468.0,1338098.0,2118086.0,1209600.0,524408.0,2026042.0,688180.0,4903090.0
17742,neg,2130706432.0,1500322.0,1145186.0,1267068.0,533786.0,2133450.0,1209600.0,2588.0,1962660.0,14323840.0,1383580.0
17745,neg,1786.0,2668844.0,1923306.0,2092166.0,973504.0,1747456.0,1209600.0,858450.0,2937382.0,1612940.0,59674150.0
17754,neg,278.0,1995748.0,1183838.0,783102.0,9672.0,1976482.0,1209600.0,343692.0,2391662.0,160340.0,9055420.0
17756,neg,16.0,590052.0,12585556.0,8408.0,64720.0,6664.0,1209600.0,125786.0,840202.0,440.0,0.0
17762,neg,4570.0,3033268.0,3193110.0,6543954.0,1348.0,1798078.0,1209600.0,186180.0,1525672.0,16052960.0,30221910.0
17763,neg,766.0,1527640.0,1249174.0,984180.0,666272.0,1634924.0,1209600.0,555372.0,2164040.0,222320.0,37583540.0
17765,neg,250.0,1392642.0,1075996.0,1324526.0,196776.0,1571334.0,1209600.0,829750.0,2236178.0,7463740.0,0.0
17768,neg,2130706432.0,2086158.0,1538858.0,580430.0,2426736.0,464470.0,1209600.0,523112.0,2634506.0,1475920.0,1359940.0
17769,neg,2130706432.0,4113764.0,10162866.0,9318606.0,4991840.0,395376.0,1209600.0,8747882.0,1192022.0,17874140.0,155782400.0
17772,neg,736.0,124458.0,5415658.0,92538.0,2882958.0,30364.0,1209600.0,412676.0,10179288.0,4320.0,22339230.0
17773,neg,2130706448.0,57994.0,255904.0,5966.0,1791764.0,7938.0,1209600.0,264288.0,2139194.0,7673280.0,1039450.0
17776,neg,936.0,1814920.0,1119644.0,782768.0,122556.0,2044046.0,1209600.0,767358.0,1505512.0,10726100.0,1703300.0
17777,neg,200.0,813720.0,834190.0,577076.0,170340.0,1397064.0,1209600.0,203966.0,1605820.0,156200.0,0.0
17779,neg,752.0,1387458.0,1035810.0,513422.0,15206.0,1675956.0,1209600.0,341560.0,659136.0,3147540.0,4537590.0
17781,neg,1048.0,2831840.0,3227552.0,4149778.0,0.0,5291932.0,1209600.0,2386206.0,6039108.0,163320.0,1576850.0
17782,neg,258.0,3516106.0,2828958.0,2903134.0,221846.0,3562508.0,1209600.0,1036754.0,4988736.0,692880.0,54806440.0
17784,neg,1276.0,0.0,935644.0,0.0,0.0,0.0,1209600.0,0.0,1935964.0,8598360.0,0.0
17787,neg,524.0,2082242.0,10042974.0,9990.0,9489588.0,463098.0,1209600.0,2135672.0,0.0,265520.0,12807650.0
17790,neg,104.0,851572.0,1389244.0,1468052.0,381258.0,2066166.0,1209600.0,881788.0,1720820.0,861400.0,1581650.0
17792,neg,62.0,161710.0,553612.0,25128.0,137128.0,58530.0,1209600.0,912.0,1095124.0,6660.0,19999730.0
17802,neg,2130706456.0,113958.0,628250.0,0.0,1341718.0,1196.0,1209600.0,16818.0,1153370.0,7730240.0,0.0
17803,neg,144.0,1263418.0,914114.0,794950.0,0.0,1443036.0,1209600.0,367992.0,642992.0,4165460.0,2887640.0
17804,neg,1560.0,2301668.0,10077724.0,0.0,11454180.0,106724.0,1209600.0,1072612.0,11223094.0,15080.0,39786190.0
17807,neg,368.0,2763004.0,1943722.0,530130.0,2291760.0,2357568.0,1209600.0,867994.0,3812676.0,103020.0,23621020.0
17809,neg,270.0,941416.0,1505844.0,1286858.0,699354.0,2144116.0,1209600.0,1208258.0,2784916.0,293520.0,1284520.0
17810,neg,342.0,4270960.0,12538242.0,152960.0,19481824.0,11425826.0,1209600.0,1825212.0,11997744.0,105720.0,5426250.0
17815,neg,474.0,1709192.0,1096518.0,881652.0,46120.0,1292742.0,1209600.0,739132.0,1668690.0,643760.0,601100.0
17816,neg,1836.0,1830262.0,1169900.0,44048.0,0.0,2295908.0,1209600.0,691670.0,408968.0,6743560.0,14157480.0
17817,neg,266.0,3656246.0,4435560.0,4498278.0,3464160.0,6160876.0,1209600.0,1630858.0,7590200.0,171880.0,94220600.0
17818,neg,2408.0,1979634.0,19077366.0,4098.0,5625602.0,85816.0,1209600.0,1653024.0,6211772.0,92000.0,66493580.0
17822,neg,2130706432.0,98012.0,109966.0,64274.0,1132026.0,9056.0,1209600.0,299858.0,1808466.0,8569300.0,0.0
17824,neg,550.0,1315062.0,825036.0,396158.0,769478.0,1326884.0,1209600.0,232394.0,1498920.0,795340.0,0.0
17825,neg,8.0,267920.0,651952.0,0.0,1034494.0,4330.0,1209600.0,176934.0,358888.0,1240.0,0.0
17827,neg,644.0,0.0,7434548.0,0.0,0.0,0.0,1209600.0,0.0,14545568.0,9100.0,8243410.0
17832,neg,1032.0,1837774.0,1639632.0,2337892.0,55708.0,2485390.0,1209600.0,1595632.0,2873880.0,235600.0,41843010.0
17833,neg,206.0,2157516.0,1487886.0,1112250.0,121824.0,1798780.0,1209600.0,792392.0,2848288.0,721520.0,905040.0
17835,neg,368.0,1854204.0,1194416.0,936220.0,344724.0,1949386.0,1209600.0,397980.0,1890076.0,1476500.0,2944910.0
17840,neg,778.0,1787742.0,1408278.0,667308.0,1472888.0,2218718.0,1209600.0,686334.0,2279272.0,239340.0,7591890.0
17843,neg,2130706432.0,1472674.0,1278704.0,1805396.0,81912.0,1696248.0,1209600.0,523432.0,2684046.0,14373620.0,40827850.0
17844,neg,88.0,1662136.0,1134190.0,183268.0,2379370.0,1563232.0,1209600.0,272526.0,2401834.0,47920.0,2171370.0
17845,neg,2130706444.0,1111702.0,660586.0,981276.0,275240.0,148154.0,1209600.0,322626.0,1093880.0,3245560.0,0.0
17846,neg,604.0,1383108.0,1456462.0,1579498.0,15962.0,2022420.0,1209600.0,148354.0,1955858.0,1354200.0,36886420.0
17847,neg,712.0,3143010.0,1740394.0,2400156.0,2.0,2509760.0,1209600.0,859266.0,903994.0,2079920.0,546500.0
17850,neg,2130706460.0,1586248.0,1227720.0,2154556.0,2.0,1659140.0,1209600.0,1618998.0,1459214.0,8022100.0,42272110.0
17851,neg,242.0,1715068.0,1265724.0,669784.0,232360.0,1969842.0,1209600.0,1105140.0,2414146.0,257940.0,1521800.0
17855,neg,866.0,1141992.0,1112572.0,623050.0,1034.0,1741418.0,1209600.0,718452.0,1849500.0,80860.0,2140560.0
17858,neg,9012.0,4540590.0,3661122.0,77780.0,8838810.0,5867184.0,1209600.0,2316004.0,5255920.0,684520.0,2665220.0
17861,neg,484.0,1273340.0,1280774.0,522298.0,929548.0,372164.0,1209600.0,1178906.0,1230596.0,412820.0,0.0
17862,neg,82.0,288494.0,436896.0,20464.0,1091038.0,1272.0,1209600.0,349046.0,546962.0,1566740.0,505940.0
17864,neg,332.0,1809668.0,1221968.0,1285392.0,636564.0,1572036.0,1209600.0,939766.0,1750356.0,16607720.0,1439460.0
17865,neg,1294.0,1452266.0,1902830.0,1932178.0,1445136.0,1708086.0,1209600.0,1988470.0,2351970.0,1513380.0,14078040.0
17871,neg,2130706440.0,1256596.0,1086650.0,1661906.0,2.0,129922.0,1209600.0,368110.0,1907214.0,5223620.0,243350.0
17874,neg,2130706442.0,1955224.0,5340438.0,3928.0,3941424.0,294414.0,1209600.0,2110556.0,839206.0,4499280.0,0.0
17875,neg,894.0,685976.0,531746.0,279132.0,14670.0,900282.0,1209600.0,262118.0,1043560.0,3358020.0,1365010.0
17876,neg,76.0,3498.0,812218.0,2310.0,867104.0,50842.0,1209600.0,967108.0,1631046.0,62640.0,3899000.0
17877,neg,1942.0,3692730.0,3091862.0,2548662.0,17006.0,4785824.0,1209600.0,1444868.0,5610182.0,371100.0,7239670.0
17879,neg,220.0,2334486.0,1557434.0,1981704.0,501176.0,2949352.0,1209600.0,1254250.0,1258292.0,379380.0,1257270.0
17880,neg,2130706442.0,146220.0,307118.0,160316.0,1946172.0,11704.0,1209600.0,200458.0,3974660.0,30082860.0,45919410.0
17881,neg,10.0,1282.0,18150.0,0.0,59702.0,72.0,1209600.0,42530.0,30754.0,2620.0,0.0
17882,neg,194.0,1754504.0,1332622.0,795840.0,800874.0,2081642.0,1209600.0,1088290.0,2330398.0,13260.0,1258100.0
17883,neg,182.0,1714788.0,1066756.0,1384122.0,434854.0,1717276.0,1209600.0,354722.0,1681808.0,3968060.0,38408380.0
17887,neg,80.0,198708.0,1002584.0,15266.0,970786.0,65148.0,1209600.0,1396098.0,1895628.0,1620.0,0.0
17888,neg,1380.0,1375870.0,1254174.0,459340.0,1696430.0,1801150.0,1209600.0,886144.0,2106346.0,19420.0,37339530.0
17889,neg,2130706432.0,2209082.0,1669148.0,3868534.0,58572.0,2794612.0,1209600.0,1019162.0,2038284.0,12103140.0,20002740.0
17893,neg,194.0,2464524.0,1813880.0,2538130.0,0.0,3076126.0,1209600.0,981122.0,0.0,447420.0,11357750.0
17897,neg,214.0,1031778.0,1032602.0,1273656.0,865420.0,776692.0,1209600.0,952896.0,1989252.0,44360.0,353540.0
17898,neg,50.0,4314.0,675016.0,0.0,1609728.0,4860.0,1209600.0,469634.0,1078240.0,2320.0,0.0
17899,neg,2130706432.0,2215810.0,1628918.0,2806284.0,368016.0,23036.0,1209600.0,845842.0,2782496.0,8511240.0,14510.0
17900,neg,220.0,1470016.0,1314390.0,913748.0,751240.0,8966.0,1209600.0,966690.0,2254650.0,5400.0,0.0
17901,neg,2130706432.0,1375974.0,965380.0,1085170.0,116984.0,32468.0,1209600.0,546672.0,1173308.0,9729060.0,0.0
17904,neg,474.0,1436008.0,1299612.0,1109206.0,606754.0,2077514.0,1209600.0,294534.0,2386294.0,185000.0,40584710.0
17906,neg,42.0,1834038.0,1274488.0,1177694.0,599828.0,2376766.0,1209600.0,592208.0,2183568.0,1266680.0,945600.0
17907,neg,2130706432.0,1082064.0,1307384.0,1267610.0,545570.0,321928.0,1209600.0,855696.0,2330766.0,7982880.0,3714190.0
17909,neg,204.0,1580048.0,1057728.0,122400.0,1297866.0,1446182.0,1209600.0,725080.0,2022662.0,253600.0,0.0
17911,neg,2130706434.0,1645844.0,1107042.0,1134808.0,820104.0,55646.0,1209600.0,537886.0,2176036.0,5837960.0,686770.0
17914,neg,2680.0,2551918.0,1507358.0,1456120.0,2752.0,1877146.0,1209600.0,466646.0,2810018.0,1158640.0,2365760.0
17915,neg,450.0,3353382.0,3025678.0,3593018.0,1845770.0,1201900.0,1209600.0,431986.0,4337172.0,2110820.0,5513830.0
17924,neg,640.0,1120962.0,856312.0,1405020.0,104556.0,1488856.0,1209600.0,405862.0,1643678.0,1549380.0,27340680.0
17925,neg,484.0,1055564.0,1265936.0,304458.0,2076.0,1889380.0,1209600.0,522778.0,1420906.0,1176700.0,403160.0
17940,neg,296.0,2036792.0,1348036.0,1565448.0,831774.0,2190916.0,1209600.0,491638.0,2577656.0,11227860.0,1150970.0
17941,neg,0.0,958836.0,17556568.0,752.0,1299120.0,53644.0,1209600.0,506306.0,2908358.0,0.0,0.0
17942,neg,2130706434.0,3442238.0,2703536.0,3178510.0,1056012.0,78636.0,1209600.0,991114.0,5481020.0,17976620.0,0.0
17943,neg,252.0,1878648.0,1270224.0,1668426.0,229836.0,1981230.0,1209600.0,453860.0,1621980.0,1239200.0,3026150.0
17946,neg,598.0,1662386.0,1346980.0,1740156.0,458720.0,1958976.0,1209600.0,1171182.0,1957464.0,604980.0,39105600.0
17953,neg,2130706432.0,1853606.0,1287232.0,956382.0,937238.0,144694.0,1209600.0,297700.0,2145530.0,3591720.0,1021860.0
17955,neg,2130706434.0,3753902.0,3027896.0,675422.0,1960472.0,6264694.0,1209600.0,420676.0,6140310.0,24704160.0,9258220.0
17958,neg,196.0,1197116.0,1130492.0,1402926.0,127048.0,1784846.0,1209600.0,722750.0,1822888.0,489340.0,38919150.0
17959,neg,284.0,1407776.0,948296.0,1028042.0,234072.0,1566926.0,1209600.0,457872.0,1741678.0,756980.0,742170.0
17960,neg,2130706432.0,7526598.0,3369152.0,215486.0,7928550.0,6993324.0,1209600.0,684730.0,4239972.0,10326240.0,0.0
17963,neg,204.0,1778454.0,1453684.0,651000.0,1301926.0,133288.0,1209600.0,840826.0,2543038.0,39280.0,43229300.0
17965,neg,2470.0,3540232.0,34902978.0,985158.0,9041982.0,12149378.0,1209600.0,886402.0,17370534.0,144220.0,319087210.0
17966,neg,912.0,1060138.0,833524.0,1437034.0,101334.0,622310.0,1209600.0,246812.0,1704624.0,209720.0,840140.0
17968,neg,1700.0,3563590.0,2622248.0,3321894.0,507536.0,4476382.0,1209600.0,1117118.0,0.0,3415920.0,252560.0
17971,neg,2130706432.0,2611362.0,1880166.0,1627966.0,361196.0,54236.0,1209600.0,478616.0,3466738.0,8596560.0,2760760.0
17974,neg,834.0,929308.0,1356674.0,2547088.0,166572.0,1785934.0,1209600.0,621028.0,2620582.0,145740.0,776550.0
17978,neg,1708.0,3627726.0,2424168.0,2228758.0,0.0,4478872.0,1209600.0,577034.0,3713804.0,107180.0,413860.0
17981,neg,2130706434.0,3091100.0,2194540.0,2313654.0,470864.0,73698.0,1209600.0,2453280.0,3208296.0,23495520.0,2151450.0
17983,neg,224.0,1809074.0,1638354.0,1248616.0,739852.0,19194.0,1209600.0,633714.0,1222838.0,2882860.0,4203820.0
17986,neg,1826.0,3183478.0,2375770.0,2525070.0,443458.0,3658820.0,1209600.0,1076106.0,4094004.0,2247440.0,1506910.0
17989,neg,2130706448.0,1847246.0,1544374.0,101814.0,1170.0,2929008.0,1209600.0,1307372.0,1830738.0,21847180.0,0.0
17993,neg,60.0,6340.0,915674.0,0.0,963026.0,25254.0,1209600.0,1442648.0,1789610.0,6860880.0,37417600.0
18000,neg,2130706432.0,3831446.0,2458398.0,2168670.0,428590.0,487578.0,1209600.0,615678.0,3828234.0,19888700.0,1234030.0
18002,neg,938.0,3540930.0,2925414.0,4054156.0,423210.0,3958552.0,1209600.0,954520.0,5344284.0,930640.0,3395220.0
18003,neg,2130706438.0,2529230.0,2265532.0,1521460.0,1164944.0,145786.0,1209600.0,267876.0,4015852.0,7613360.0,2003820.0
18004,neg,1102.0,587798.0,5346134.0,0.0,7561944.0,15910.0,1209600.0,4824360.0,8514974.0,0.0,146365360.0
18006,neg,274.0,2821168.0,2007184.0,2793966.0,904802.0,3753074.0,1209600.0,439974.0,3514064.0,22340.0,53412620.0
18010,neg,226.0,44056.0,472722.0,0.0,732162.0,2074.0,1209600.0,293010.0,852528.0,3717860.0,0.0
18012,neg,2130706432.0,664422.0,1148218.0,8730.0,1669718.0,6278.0,1209600.0,264246.0,2280256.0,11869140.0,2869100.0
18014,neg,2130706432.0,1358112.0,975852.0,534140.0,328284.0,41518.0,1209600.0,556742.0,1958300.0,5407420.0,0.0
18016,neg,2130706432.0,327272.0,771800.0,0.0,1559000.0,3500.0,1209600.0,169520.0,1742580.0,7720020.0,31062740.0
18018,neg,590.0,1728254.0,1184364.0,1493498.0,256124.0,1971462.0,1209600.0,897326.0,2132312.0,995560.0,0.0
18023,neg,2130706434.0,1502638.0,928646.0,90160.0,854204.0,130718.0,1209600.0,636364.0,1538930.0,6010160.0,1376280.0
18025,neg,178.0,2030738.0,1883176.0,1773626.0,301892.0,2072254.0,1209600.0,626084.0,3559878.0,356480.0,784740.0
18027,neg,534.0,2737546.0,4776660.0,489232.0,6017338.0,412268.0,1209600.0,749736.0,3079636.0,279000.0,0.0
18033,neg,2130706470.0,2520754.0,3570516.0,132904.0,397790.0,624406.0,1209600.0,958.0,6563794.0,33064840.0,30770770.0
18037,neg,330.0,1940960.0,1834074.0,1558830.0,433968.0,2935314.0,1209600.0,682956.0,2801948.0,2267320.0,60805940.0
18041,neg,94.0,1623926.0,1207896.0,923102.0,483422.0,965750.0,1209600.0,983256.0,2149028.0,804000.0,3398260.0
18043,neg,264.0,2162866.0,1832958.0,1862244.0,401736.0,176502.0,1209600.0,630772.0,3205568.0,115420.0,7086530.0
18044,pos,6332.0,1226228.0,13714714.0,30306.0,13288574.0,5069038.0,1209600.0,5674484.0,16323568.0,12841320.0,24342640.0
18045,neg,2130706434.0,1674036.0,5880494.0,283236.0,4300472.0,2456886.0,1209600.0,4426.0,3672014.0,8759000.0,0.0
18047,neg,842.0,1525994.0,868578.0,481312.0,3964.0,1567316.0,1209600.0,340396.0,1742928.0,6854940.0,952170.0
18052,neg,2130706432.0,879044.0,904670.0,1631600.0,261478.0,1032028.0,1209600.0,1130162.0,1626662.0,5351040.0,907480.0
18054,neg,716.0,3709582.0,3383518.0,5245240.0,521518.0,5333688.0,1209600.0,1245018.0,5567288.0,1790620.0,14737620.0
18055,neg,662.0,1459506.0,1064158.0,680830.0,1184.0,1384448.0,1209600.0,442668.0,1869326.0,194420.0,2167350.0
18056,neg,242.0,1090904.0,1232550.0,993582.0,526536.0,234232.0,1209600.0,194044.0,2275748.0,63780.0,758260.0
18060,neg,136.0,1830028.0,1368638.0,1544114.0,919828.0,1290976.0,1209600.0,483344.0,2352962.0,80280.0,351680.0
18063,neg,94.0,1553904.0,1276598.0,874128.0,435320.0,2050786.0,1209600.0,634736.0,2362016.0,66920.0,600030.0
18064,neg,118.0,0.0,509650.0,0.0,0.0,0.0,1209600.0,0.0,1762624.0,5252660.0,0.0
18066,neg,710.0,1078578.0,1935398.0,1763652.0,1171648.0,2149732.0,1209600.0,868840.0,2851298.0,3366460.0,25126300.0
18069,neg,484.0,2448824.0,1708012.0,3212842.0,312874.0,2140176.0,1209600.0,676770.0,3192828.0,284440.0,0.0
18071,neg,146.0,1655182.0,1120634.0,830282.0,1175290.0,1738402.0,1209600.0,704224.0,2230212.0,284380.0,737140.0
18072,neg,448.0,1232928.0,1093812.0,1053066.0,259664.0,1417934.0,1209600.0,238630.0,2024210.0,154840.0,442250.0
18073,neg,374.0,937362.0,944448.0,382544.0,160946.0,1398166.0,1209600.0,354534.0,1792722.0,117380.0,959400.0
18078,neg,2130706434.0,3121148.0,2257230.0,2341600.0,4.0,117436.0,1209600.0,2142312.0,852274.0,36449480.0,60399310.0
18080,neg,2130706432.0,3759114.0,2277806.0,3313454.0,312210.0,222334.0,1209600.0,2369682.0,2433528.0,11077940.0,1828140.0
18081,neg,84.0,1939422.0,1134070.0,1452734.0,0.0,1985090.0,1209600.0,563696.0,2459736.0,129080.0,339000.0
18084,neg,932.0,2612436.0,1684358.0,1687568.0,375230.0,3049452.0,1209600.0,738954.0,3427504.0,15312340.0,55886240.0
18087,neg,2130706432.0,340938.0,737970.0,0.0,1269224.0,5948.0,1209600.0,232652.0,1440804.0,4611340.0,0.0
18089,neg,2130706432.0,1513112.0,3088540.0,164448.0,2601850.0,39964.0,1209600.0,314292.0,41982.0,62310880.0,7693690.0
18090,neg,228.0,1109348.0,870904.0,820704.0,0.0,1483798.0,1209600.0,591944.0,1220908.0,720080.0,492040.0
18092,neg,520.0,141932.0,966314.0,50288.0,1719794.0,444282.0,1209600.0,1392950.0,1976764.0,8195700.0,0.0
18095,neg,2130706436.0,3400430.0,2736682.0,622716.0,2011270.0,5071056.0,1209600.0,2514760.0,0.0,14455040.0,18229410.0
18097,neg,2130706434.0,3616712.0,2763652.0,2760990.0,890138.0,3749412.0,1209600.0,2012456.0,5666014.0,14867980.0,29099730.0
18101,neg,534.0,2552276.0,1791114.0,1577848.0,1848588.0,2463958.0,1209600.0,2163128.0,3033858.0,546660.0,282540.0
18102,pos,410.0,71828.0,21418054.0,0.0,3595436.0,266926.0,1209600.0,98.0,4387356.0,30740.0,19981530.0
18109,neg,2130706436.0,3400430.0,2736682.0,622716.0,2011270.0,5071056.0,1209600.0,2514760.0,5550362.0,14455040.0,18229410.0
18110,neg,180.0,2780040.0,1662454.0,1273680.0,187510.0,3252356.0,1209600.0,419290.0,3475210.0,183320.0,3564960.0
18113,neg,0.0,0.0,1985286.0,0.0,0.0,0.0,1209600.0,0.0,3734568.0,0.0,0.0
18118,neg,896.0,2344438.0,1848310.0,1436466.0,0.0,3141570.0,1209600.0,276222.0,2717914.0,1069700.0,881690.0
18119,neg,384.0,1966362.0,1701390.0,1771724.0,133452.0,1978342.0,1209600.0,1065662.0,2924130.0,1169100.0,1893020.0
18122,neg,288.0,1215230.0,1394548.0,0.0,2612726.0,48306.0,1209600.0,257168.0,2396494.0,51840.0,4681320.0
18123,neg,144.0,848666.0,1114536.0,1069146.0,214130.0,1234042.0,1209600.0,943178.0,1943006.0,757620.0,604170.0
18126,neg,2130706432.0,900880.0,1423226.0,0.0,1257800.0,38888.0,1209600.0,354620.0,2858312.0,11648420.0,5721530.0
18127,neg,122.0,1557932.0,1354116.0,1540432.0,416130.0,1107976.0,1209600.0,270142.0,736316.0,8662180.0,1343390.0
18128,neg,70.0,1532962.0,1063550.0,1699084.0,0.0,1605532.0,1209600.0,467346.0,1903598.0,13200.0,0.0
18133,neg,1818.0,1569974.0,1194008.0,2665932.0,1348.0,1605018.0,1209600.0,1023566.0,2014514.0,285220.0,0.0
18136,neg,1210.0,3796072.0,2970830.0,3284150.0,2.0,4474592.0,1209600.0,1100294.0,6160928.0,13444720.0,425530.0
18138,neg,522.0,1642160.0,1249898.0,1945784.0,515176.0,1939642.0,1209600.0,523364.0,2333908.0,165720.0,38376870.0
18139,neg,2130706434.0,1587100.0,1833052.0,1501496.0,2.0,3037152.0,1209600.0,862540.0,3261016.0,12054820.0,38060.0
18142,neg,202.0,1198676.0,957448.0,1297752.0,469258.0,1417256.0,1209600.0,248556.0,1770988.0,248080.0,0.0
18144,neg,1582.0,3339656.0,2226748.0,1740446.0,64108.0,3660434.0,1209600.0,873078.0,3044574.0,25168700.0,2165370.0
18148,neg,900.0,1616718.0,1263518.0,1289012.0,423782.0,1728304.0,1209600.0,583892.0,2320624.0,16040.0,39504050.0
18149,neg,74.0,1516998.0,1151378.0,394094.0,740326.0,1800638.0,1209600.0,315196.0,2265736.0,208840.0,0.0
18151,neg,298.0,1052782.0,1349362.0,1290582.0,128172.0,1805284.0,1209600.0,244232.0,2308816.0,178780.0,384780.0
18152,neg,2130706432.0,2150710.0,2254682.0,2073948.0,2188654.0,3598610.0,1209600.0,527774.0,3786916.0,9775860.0,17987620.0
18154,neg,400.0,1083346.0,1175776.0,1054214.0,274098.0,1309240.0,1209600.0,1127020.0,1249762.0,2759420.0,855970.0
18155,neg,3508.0,4827638.0,3010156.0,206406.0,269528.0,4805934.0,1209600.0,703350.0,3800354.0,692860.0,23168000.0
18157,neg,254.0,222276.0,5598096.0,375018.0,763400.0,966.0,1209600.0,668088.0,3239934.0,26100.0,2697140.0
18159,neg,1652.0,1961448.0,1534372.0,594048.0,687428.0,1972126.0,1209600.0,1167352.0,2639646.0,620840.0,17962780.0
18164,neg,376.0,1331112.0,1056026.0,1391298.0,0.0,1789876.0,1209600.0,115162.0,2084906.0,165280.0,29054140.0
18168,neg,2130706432.0,1762436.0,1199942.0,892288.0,196118.0,111012.0,1209600.0,595066.0,2249634.0,5028780.0,4088560.0
18172,neg,2130706432.0,4345498.0,2962986.0,1304516.0,2147144.0,4343368.0,1209600.0,737234.0,4917842.0,21105280.0,0.0
18181,neg,702.0,814328.0,919226.0,1070974.0,136478.0,1239900.0,1209600.0,363920.0,1637104.0,555440.0,954230.0
18182,neg,1162.0,2310886.0,1562830.0,1212044.0,0.0,2480226.0,1209600.0,301962.0,1142462.0,3734660.0,11556540.0
18184,neg,262.0,1561194.0,1022880.0,2113664.0,0.0,1613832.0,1209600.0,1271054.0,941474.0,7826860.0,329720.0
18185,neg,354.0,1034220.0,1041604.0,1271632.0,218840.0,1740764.0,1209600.0,499164.0,1942004.0,122960.0,1790420.0
18187,neg,310.0,1664070.0,1031060.0,834512.0,220380.0,1942944.0,1209600.0,391094.0,2104896.0,358900.0,741870.0
18190,neg,486.0,1518814.0,1216888.0,1299998.0,102560.0,1834442.0,1209600.0,669216.0,2114590.0,618480.0,1486930.0
18191,neg,0.0,2826854.0,1689120.0,1241180.0,254430.0,3221414.0,1209600.0,654092.0,2585342.0,0.0,0.0
18193,neg,208.0,1010862.0,1145692.0,1705772.0,15936.0,9758.0,1209600.0,705548.0,1801684.0,136620.0,1825560.0
18198,neg,898.0,856818.0,2042346.0,4066862.0,79494.0,25150.0,1209600.0,457848.0,2947956.0,15080.0,1752150.0
18199,neg,652.0,1348324.0,1838826.0,1414572.0,1417082.0,2254728.0,1209600.0,711630.0,3184372.0,17120.0,1405050.0
18201,neg,2130706436.0,956518.0,766678.0,463012.0,114520.0,1185902.0,1209600.0,771226.0,1578196.0,6304540.0,431110.0
18202,neg,504.0,2087372.0,1235376.0,1870856.0,155322.0,2392414.0,1209600.0,286344.0,1875698.0,3551080.0,805810.0
18204,neg,2130706432.0,1518624.0,1126144.0,1432988.0,540288.0,122184.0,1209600.0,352556.0,2322552.0,8291540.0,2120740.0
18206,neg,830.0,1442672.0,1192360.0,1753750.0,64662.0,1644520.0,1209600.0,264808.0,2407656.0,9320.0,1480300.0
18207,neg,2130706436.0,411818.0,1024796.0,554876.0,4508.0,2788.0,1209600.0,174240.0,2203516.0,14889900.0,272120.0
18208,neg,2130706432.0,2091432.0,1473276.0,1475408.0,649086.0,35474.0,1209600.0,1683332.0,2821968.0,12070080.0,10803800.0
18214,neg,806.0,1044222.0,1363286.0,275110.0,709756.0,1453468.0,1209600.0,759120.0,1215092.0,4279660.0,11120760.0
18216,neg,534.0,7443664.0,8210610.0,9678296.0,3119672.0,1405744.0,1209600.0,2565482.0,0.0,1244200.0,14580630.0
18217,neg,120.0,1762006.0,1176010.0,945714.0,208316.0,1942576.0,1209600.0,383384.0,2256332.0,11020.0,36092230.0
18219,neg,1208.0,2253416.0,1750910.0,1543474.0,275998.0,2840842.0,1209600.0,839916.0,3084846.0,168940.0,16137670.0
18221,neg,2130706432.0,2628892.0,1930262.0,1546352.0,51798.0,32342.0,1209600.0,1492960.0,2453392.0,15010060.0,266850.0
18225,neg,2130706432.0,2343820.0,2226432.0,1458764.0,452574.0,57112.0,1209600.0,1194396.0,3478120.0,23456460.0,3347880.0
18226,neg,470.0,4847838.0,3604578.0,4709808.0,564424.0,4999438.0,1209600.0,1793486.0,6557748.0,594740.0,9220180.0
18230,neg,590.0,3873822.0,2635466.0,3322098.0,1553724.0,4495540.0,1209600.0,1559824.0,785558.0,32800400.0,2646050.0
